trial,time_step,filter_error_rad,smoother_error_rad
13,9,0.1727766234297139,0.08797913276742442
13,10,0.15244270663090287,0.21923337908904017
13,11,0.2201909856835167,0.17779796396577918
13,12,0.26502966246643833,0.19144181241145475
13,13,0.4098997585444737,0.3160897297222043
13,14,0.025509263249852587,0.1254591437269994
13,15,0.03639895780653202,0.08482634887972118
13,16,0.07671241265643136,0.10292891448789998
13,17,0.5479879890260411,0.319568217026736
13,18,0.2042373723005273,0.07656534457182396
13,19,0.3374581550201823,0.3374581550201823
14,0,0.11241611439747956,0.0008957671241454079
14,1,0.27235397147562423,0.1517627729880635
14,2,0.11438862564785923,0.18448161875908964
14,3,0.18534307904759917,0.07788161606506572
14,4,0.4103445319863632,0.2133294834378816
14,5,0.23147461447055662,0.29613759936420525
14,6,0.14368766890704032,0.07496028128713128
14,7,0.10644594956580278,0.0345166848107028
14,8,0.026508356147152412,0.01131198656538368
14,9,0.10464598123004887,0.04392454287784675
14,10,0.1711133251923016,0.25383971049134635
14,11,0.1710964981446641,0.11122332232514598
14,12,0.3409756558695385,0.24236807418607142
14,13,0.025942667932992602,0.013683687850695403
14,14,0.225966616035159,0.30852130411777834
14,15,0.1649176600906479,0.08865136585206468
14,16,0.18370088994462463,0.25345203559520035
14,17,0.3026882224075167,0.19306249802965647
14,18,0.3237970566909052,0.10521699830352782
14,19,0.009886945369717903,0.009886945369717903
15,0,0.5962789323362996,0.4588784247608775
15,1,0.7731833286967476,0.4039078395307971
15,2,0.346477547055148,0.2186972034011898
15,3,0.05016022514715335,0.12925724976233344
15,4,0.05798771742990905,0.25323655981778437
15,5,0.20004039682505237,0.07279637934204874
15,6,0.09096194929827917,0.25405140986781305
15,7,0.10915715253698455,0.14111515950976194
15,8,0.30602787071065407,0.169188940687099
15,9,0.132085752280501,0.027039371539360424
15,10,0.2723286349055023,0.21132262743153962
15,11,0.27500092811816135,0.1328544212972096
15,12,0.3626533422027842,0.2232410339353894
15,13,0.17541942712366154,0.15203182747550859
15,14,0.014549556470367264,0.07561559139242835
15,15,0.3394020746083113,0.2909649815196591
15,16,0.36346801873605816,0.3041917648260952
15,17,0.23021200690199173,0.2797633297640445
15,18,0.04633250309445014,0.17267973083712462
15,19,0.11918148448583299,0.11918148448583299
16,0,0.020402665886754434,0.162666172125145
16,1,0.649896929847877,0.20527531459969373
16,2,0.29722548937523197,0.2165568633572148
16,3,0.13808411718467584,0.08219659769850152
16,4,0.01502340549715786,0.21449206203427185
16,5,0.5772671525451467,0.3379962230123015
16,6,0.08446320490939252,0.14778549578219824
16,7,0.3551950810889637,0.35996492776345645
16,8,0.49531644203592684,0.46863987617971237
16,9,0.3104644769242335,0.4564567183071082
16,10,0.20849591664790168,0.13405409158323778
16,11,0.034108247737346886,0.033453410488605506
16,12,0.05004771046537515,0.06926968098405739
16,13,0.11368819883175574,0.028744938463543868
16,14,0.1876220283873664,0.1641233299020075
16,15,0.09761799160592721,0.08958452547193962
16,16,0.1082245803275037,0.04996422647267318
16,17,0.13868257085043023,0.1061501053653422
16,18,0.05049111116691174,0.18435797814547072
16,19,0.37108163591982013,0.37108163591982013
17,0,1.1686685822647922,0.5248345751158254
17,1,0.4047539522040955,0.5739072482824117
17,2,0.061034022309736535,0.7042240682262886
17,3,0.5965242910447648,0.2849258718799845
17,4,0.6014126043136008,0.4589780706532012
17,5,1.007113057723108,0.8937872269869729
17,6,0.6233724028773242,0.27610494813957187
17,7,0.22159517697222242,0.2699612999946801
17,8,0.07861250687823107,0.08788293326352381
17,9,0.07745172428636327,0.08080178319527054
17,10,0.0019345836252848692,0.12799409389993777
17,11,0.3568745194140215,0.08405743908602092
17,12,0.26745945453502884,0.3380322793745263
17,13,0.11904305313221375,0.15553445189411086
17,14,0.2090901796196496,0.14686266276197912
17,15,0.17586930670841205,0.3449660998905273
17,16,0.3597067331366892,0.3474595647902108
17,17,0.06787790313247433,0.058957380894903544
17,18,0.16902924432575128,0.1499211750884335
17,19,0.1271385107754468,0.1271385107754468
18,0,2.0874482127832445,0.037679629714602925
18,1,2.5194986532408183,0.27138378927374784
18,2,0.16769495142604463,0.12187328176339385
18,3,0.22038249395103993,0.10035568486522628
18,4,0.1823895083052367,0.16630641646592625
18,5,0.09376269503110546,0.006134416071970961
18,6,0.03962618233213888,0.11178846498519679
18,7,0.4990960775570219,0.48079261901807335
18,8,0.1780718456361976,0.3143982489827293
18,9,0.10988649981065368,0.09634512334424716
18,10,0.36681957030763757,0.3173146279489125
18,11,0.522488855641595,0.32097002804877617
18,12,0.01309646915433138,0.10603556924311919
18,13,0.23809921269761336,0.08898087721278847
18,14,0.11212489822490479,0.005569064921647104
18,15,0.13960891963245636,0.06274019232118633
18,16,0.2635538012020353,0.15406886577048695
18,17,0.22942072009164782,0.3955301722499547
18,18,0.08533555213862254,0.060424124066391194
18,19,0.38250275737837214,0.38250275737837214
19,0,0.22047917009452256,0.15065650729729896
19,1,0.04134256159187988,0.007820931489761485
19,2,0.0051060593328005055,0.09211260807739219
19,3,0.30523714750233744,0.36437334374624175
19,4,0.09491804232679346,0.12971712149208514
19,5,0.10990322101650785,0.03764399773805227
19,6,0.3843734121818514,0.45126921762308747
19,7,0.24851384478891658,0.298506254209415
19,8,0.07681768600285421,0.012147922429859292
19,9,0.16905414346849224,0.03764677865567645
19,10,0.2987701852798357,0.1249708749062286
19,11,0.19196180024186926,0.055328689978219714
19,12,0.31387587445707643,0.15131153043087187
19,13,0.06733718030619595,0.03429654810211957
19,14,0.24909903250092746,0.2663004716214674
19,15,0.2324154628039774,0.06438255451890784
19,16,0.23281704758189203,0.2341374546415822
19,17,0.024790991673042218,0.013913073581965474
19,18,0.17445817590154178,0.15247889895581324
19,19,0.24133101284907443,0.24133101284907443
20,0,0.08921930368804976,0.01671796363600908
20,1,0.08602428050504773,0.10383099103966575
20,2,0.24997767359631506,0.28719748309677495
20,3,0.15621574163184704,0.21500177602451132
20,4,0.23587775514203635,0.21120906532593775
20,5,0.20476532972344152,0.23251589622180724
20,6,0.13515166684366786,0.10961765589208028
20,7,0.10008691550160265,0.09496277620031623
20,8,0.2865103589841018,0.056002236078414924
20,9,0.6059975507974933,0.0377157593969244
20,10,0.2652443212750448,0.1632117551302219
20,11,0.2373865921568985,0.2194652757666784
20,12,0.11651499113898645,0.004142448507454155
20,13,0.008651343464995076,0.021015156749868424
20,14,0.15261240381480112,0.06801275457921419
20,15,0.15447220293610453,0.16141785766716632
20,16,0.4494294631373341,0.47517929285756555
20,17,0.14940958812284144,0.0022358990049031746
20,18,0.07619317983004992,0.12560751267453174
20,19,0.21936500869287867,0.21936500869287867
21,0,0.05517921362090217,0.08377028717448809
21,1,0.5128959505305608,0.48283099357184733
21,2,0.0312656534315936,0.1439956293736362
21,3,0.5149169570744281,0.4510209302112198
21,4,1.1912016763394622,0.6224249296197772
21,5,1.6877004100147808,0.35658696188581995
21,6,0.15540243945708632,0.30344166187752464
21,7,0.23641202237473147,0.01742164417708958
21,8,0.07271892963826687,0.1140222617949398
21,9,0.013949808673710429,0.20665534357237103
21,10,0.5634099839021722,0.2236625794339715
21,11,1.6835514079887721,0.042426830307297436
21,12,0.5429293475631729,0.36906343113552964
21,13,0.6068995228442748,0.4854809907693003
21,14,0.5124651423033404,0.4355994160011001
21,15,0.6911035465398578,0.5610173969709056
21,16,0.210846602290645,0.011637241086913441
21,17,0.09730577671634055,0.06666923367873512
21,18,0.2004636154604067,0.08016428158551436
21,19,0.18086386425998668,0.18086386425998668
22,0,2.984069015018518,2.8153195160994304
22,1,2.1944315700476436,2.396251985472264
22,2,2.552155502673095,2.686857881427718
22,3,2.358189646800957,2.6676863187513646
22,4,2.3849966327453345,2.221047337946799
22,5,1.1358443083631506,0.8576640195574328
22,6,0.5003378293020457,0.5313229168900326
22,7,0.44771588800065754,0.2757793953439256
22,8,0.5989769443208921,0.38447899828329035
22,9,0.1744659024680999,0.24415059002437633
22,10,0.17875866784445948,0.1334851155202501
22,11,0.4679758546477517,0.37986349159678445
22,12,0.21308721174489698,0.3171729164819421
22,13,0.22993116070740527,0.21968800503059915
22,14,0.27006202858909,0.20678051045134938
22,15,0.017324043228557073,0.10505979810547394
22,16,0.31210844226163825,0.3666495217149106
22,17,0.1834156856034963,0.27271740959461255
22,18,0.081001227852048,0.06459706390872233
22,19,0.19012021420120195,0.19012021420120195
23,0,0.7857979747018371,0.7379531081621113
23,1,0.1813508980871248,0.0796194583067047
23,2,0.08737351103319213,0.01567513278990873
23,3,0.12457185720593511,0.14531215606549708
23,4,0.32533335249212136,0.18247795551386314
23,5,0.09065246596210663,0.04543305080359428
23,6,0.055478013802571446,0.0003636323735456415
23,7,0.2794129473759259,0.17825138899972615
23,8,0.45589981109655486,0.3393239812006712
23,9,0.26832592993224225,3.30921204820811e-05
23,10,1.2167288271443066,0.10027997739650107
23,11,0.16995281300617382,0.07949899889553302
23,12,0.38721737534068623,0.39529254614072773
23,13,0.052202175776315585,0.03586112780557826
23,14,0.2442480069711479,0.16379500989753026
23,15,0.3206665289842374,0.14367286239965704
23,16,0.008618205103230636,0.08365480915216095
23,17,0.08160417080487381,0.007976511899758343
23,18,0.006246844980316801,0.03778061236825492
23,19,0.05235563580130176,0.05235563580130176
24,0,0.5813093807341976,0.055495445565989954
24,1,0.33413655450470214,0.16206775000817597
24,2,0.02472193179699378,0.09162066683354064
24,3,0.09311366067239213,0.062089290731707436
24,4,0.23103652964036625,0.2827433828598771
24,5,0.3755506775328872,0.2495264065492675
24,6,0.08019363216502473,0.06484008662878304
24,7,0.1779685137055118,0.20376784992766162
24,8,0.3538457991252417,0.24994447784713092
24,9,0.34746147971882424,0.19105169631649188
24,10,0.1692763927967893,0.17656823165486113
24,11,0.02131865880337358,0.08204921282969879
24,12,0.18706431203217422,0.15728045286393844
24,13,0.3420945536114557,0.37944690366572065
24,14,0.19152593258773543,0.2427803911285995
24,15,0.35867101410523095,0.4937952845418754
24,16,0.15622942944907914,0.29642872602291703
24,17,0.1754858288468335,0.20853223743497207
24,18,0.16726564494805674,0.2441013113568875
24,19,0.2347164427514068,0.2347164427514068
25,0,0.5228307923231093,0.24229627166583523
25,1,0.051437550068696325,0.04828555651484834
25,2,0.15577947589178542,0.11518222847872917
25,3,0.2741046003044696,0.007769612623548028
25,4,0.29027085199095737,0.16010657025922814
25,5,0.23492336081791176,0.2343696081854132
25,6,0.11101628862732049,0.18259856697290466
25,7,0.0840622398774924,0.050482887003144405
25,8,0.2355139995925537,0.06794367066686924
25,9,0.11276594478922952,0.37685925949829624
25,10,0.3400278572346558,0.18844370597453697
25,11,0.17287489389746113,0.6438511112882281
25,12,0.018432895603129218,0.05798996785177568
25,13,0.029311521933875095,0.00994234121869697
25,14,0.015124952532649338,0.12294756854411393
25,15,0.08472274437991656,0.0506358921024157
25,16,0.22998869245436637,0.11312515441670001
25,17,0.35267440593123967,0.2709355166823344
25,18,0.2647409983634872,0.3267968861862891
25,19,0.0452348591124454,0.0452348591124454
26,0,0.3000846354809754,0.1190448761496734
26,1,0.0051268610787547075,0.1154785477397633
26,2,0.01443231568855019,0.0802064685107462
26,3,0.4143398120470554,0.3289061026200937
26,4,0.25527248433748273,0.18416178420596552
26,5,0.0263710962557413,0.005175825857002714
26,6,0.0012413039112217916,0.06539021357502328
26,7,0.5632018312963005,0.3228590239252336
26,8,0.25760679741808,0.1755889305457945
26,9,0.02278402082140696,0.05641399750993603
26,10,0.36728748212205264,0.35712838119663015
26,11,0.14977703458465141,0.12556883343952974
26,12,0.22985226428351524,0.1945803767025689
26,13,0.0642187171782389,0.19574056701530296
26,14,0.07002469073648676,0.16235555708941218
26,15,0.13374565004728156,0.11242095218660442
26,16,0.36119939900427767,0.11465298855792971
26,17,0.3022562469301331,0.18124902248326347
26,18,0.3039642951289796,0.2871365249182154
26,19,0.232989983868229,0.232989983868229
27,0,0.8290022197769851,0.32628518923855854
27,1,1.7343936096455295,0.10704003222034775
27,2,2.4822249164889447,0.19079873863093422
27,3,0.009993582774710852,0.38723362733229294
27,4,0.20492268504229383,0.19438032679155004
27,5,0.2667029791276798,0.11077655663500074
27,6,0.09394109646221072,0.12144209048663068
27,7,0.03693707126565915,0.019202801632540734
27,8,0.3265082231409586,0.1827175949533837
27,9,0.220210639025046,0.29686174814059463
27,10,0.30251828713834605,0.09423587352120233
27,11,0.17375167645655765,0.07556257594787041
27,12,0.1357721848703859,0.11279192307398755
27,13,0.3228413059015196,0.23520506442127687
27,14,0.04933099577507161,0.21159742179497165
27,15,0.23910305785272534,0.24352519265000705
27,16,0.19596009147558746,0.038783877540204514
27,17,0.08035313396154375,0.015610274940580204
27,18,0.06859814025310396,0.16682793450928823
27,19,0.004982302550107676,0.004982302550107676
28,0,0.05708884126452762,0.06482112021189046
28,1,0.038604219427588404,0.032778976957100525
28,2,0.08266007807913578,0.10426798494884348
28,3,0.17084698334320514,0.08578949840616534
28,4,0.5807611735857279,0.4489350989071923
28,5,0.11853093787111835,0.08746151456207407
28,6,0.2343986107215894,0.09312074540097104
28,7,0.07559518188680325,0.11445370632751217
28,8,0.22962140461074476,0.2628979976777206
28,9,0.11081897463568247,0.1711498166744887
28,10,0.08624096647252077,0.009084234653460754
28,11,0.15238259799556886,0.11326930943166502
28,12,0.28441141990204866,0.2848221980435861
28,13,0.029009559695467146,0.10446346531680462
28,14,0.01276238833756782,0.13207575900012447
28,15,0.09046241715755876,0.08062314046018582
28,16,0.05418569912974913,0.2600926738470122
28,17,0.1989998114571021,0.2306037394851237
28,18,0.1342101954757844,0.05437344903671848
28,19,0.3982442367067023,0.3982442367067023
29,0,1.5109759775732194,0.004541271360482213
29,1,0.3400016408665345,0.2236635820677293
29,2,0.2407687746177718,0.10987870807391875
29,3,0.07887537691965374,0.14439833718076933
29,4,0.23916482016435703,0.18635718644138244
29,5,0.03839591390769925,0.11794216359881293
29,6,0.29037295814361297,0.20840335012186895
29,7,0.6463396952617138,0.19668230603008618
29,8,0.2881678996239465,0.28758986776556217
29,9,0.0258627081946603,0.11332683978677105
29,10,0.044384163885816896,0.039835888445412415
29,11,0.1644890568712758,0.1544104373171611
29,12,0.26200358296443227,0.058058036446782424
29,13,0.06035550595820416,0.08551960393631086
29,14,0.039423457695773934,0.13250036663992315
29,15,0.30606841687229425,0.4510323814494499
29,16,1.6749087036120436,1.6507313249077882
29,17,2.1160991255305612,2.1633945003807815
29,18,2.487307993757546,2.637011746219791
29,19,2.4200861377326457,2.4200861377326457
30,0,0.7738017665669532,0.5302937185104439
30,1,1.9002049372849186,1.1898791453118052
30,2,0.91935768894579,0.8160373393935254
30,3,0.3733937370396272,0.3717921655757195
30,4,0.07693167042212146,0.04740173848120355
30,5,0.44787992007677957,0.5204980193228361
30,6,0.2211065321421648,0.35379971754776873
30,7,0.13406302301574158,0.10405239817480094
30,8,0.3301553783768716,0.1492700947783061
30,9,0.047614736172880257,0.1994040244975639
30,10,0.05882539584952884,0.06753494276811445
30,11,0.08055248823425032,0.05663929074129603
30,12,0.3706231927094428,0.14563818075471868
30,13,0.33686147152758883,0.1302452960913003
30,14,0.14123069512457764,0.10980261372391453
30,15,0.15621968356389848,0.10604852854316915
30,16,0.5069579044257733,0.3618160549185254
30,17,0.051272702106448076,0.15225747325705008
30,18,0.2884593824150623,0.2392771832076317
30,19,0.0719453910835508,0.0719453910835508
31,0,0.03545883671005523,0.016506582694556737
31,1,0.019603722244509125,0.023243836925376016
31,2,0.43831998136220696,0.34112233711846285
31,3,0.512830364261764,0.3274372663823799
31,4,0.12763285367763322,0.1003291153152972
31,5,0.15139590784243673,0.2499685586282796
31,6,0.15839442279943228,0.12715708315204033
31,7,0.08967674659807479,0.031592599777496844
31,8,0.18895028955502813,0.061988340411821774
31,9,0.3318151846121502,0.25789209986818395
31,10,0.3545892770551595,0.2732217282789722
31,11,0.0001666982916739279,0.013279944493028939
31,12,0.38520549678106875,0.25889999261461316
31,13,0.07401477193827422,0.15080942935706654
31,14,0.038377074511230624,0.014138108518726877
