method,parameter,repetition,mean_error_rad,max_mean_error_rad,l1_error,max_l1_error,min_evaluated_density,max_normalization_error
FIGFAN,127,2,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,2,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,3,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,3,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,4,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,4,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,5,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,5,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,6,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,6,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,7,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,7,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,8,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,8,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,9,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,9,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,10,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,10,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,11,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,11,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,12,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,12,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,13,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,13,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,14,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,14,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,15,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,15,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,16,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,16,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,17,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,17,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,18,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,18,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,19,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,19,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,20,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,20,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,21,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,21,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,22,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,22,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,23,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,23,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,24,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,24,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,25,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,25,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,26,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,26,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,27,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,27,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,28,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,28,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,29,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,29,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,255,0,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,0,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,1,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,1,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,2,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,2,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,3,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,3,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,4,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,4,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,5,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,5,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,6,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,6,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,7,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,7,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,8,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,8,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,9,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,9,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,10,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,10,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,11,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,11,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,12,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,12,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,13,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,13,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,14,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,14,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,15,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,15,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,16,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,16,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,17,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,17,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,18,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,18,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,19,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,19,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,20,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,20,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,21,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,21,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,22,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,22,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,23,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,23,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,24,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,24,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,25,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,25,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,26,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,26,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,27,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,27,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,28,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,28,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,29,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,29,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,511,0,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,0,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,1,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,1,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,2,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,2,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,3,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,3,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,4,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,4,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,5,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,5,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,6,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,6,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,7,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,7,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,8,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,8,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,9,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,9,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,10,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,10,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,11,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,11,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,12,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,12,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,13,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,13,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,14,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,14,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,15,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,15,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,16,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,16,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,17,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,17,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,18,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,18,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,19,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,19,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,20,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,20,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,21,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,21,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,22,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,22,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,23,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,23,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,24,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,24,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,25,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,25,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,26,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,26,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,27,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,27,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,28,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,28,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,29,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,29,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,1023,0,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,0,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,1,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,1,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,2,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,2,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,3,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,3,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,4,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,4,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,5,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,5,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
