method,parameter,repetition,mean_error_rad,max_mean_error_rad,l1_error,max_l1_error,min_evaluated_density,max_normalization_error
FIGFAN,1023,6,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,6,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,7,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,7,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,8,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,8,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,9,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,9,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,10,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,10,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,11,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,11,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,12,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,12,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,13,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,13,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,14,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,14,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,15,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,15,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,16,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,16,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,17,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,17,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,18,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,18,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,19,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,19,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,20,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,20,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,21,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,21,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,22,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,22,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,23,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,23,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,24,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,24,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,25,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,25,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,26,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,26,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,27,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,27,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,28,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,28,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,1023,29,0.00037042735221164906,0.0008321199856204942,0.00010972932706218168,0.00011680771642932314,4.348782292213943e-06,4.440892098500626e-16
FIGFDN,1023,29,0.0003704273522117478,0.0008321199856204942,0.00010972932706216136,0.00011680771642940843,4.34878229235432e-06,1.1102230246251565e-16
FIGFAN,2047,0,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,0,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,1,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,1,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,2,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,2,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,3,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,3,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,4,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,4,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,5,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,5,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,6,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,6,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,7,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,7,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,8,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,8,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,9,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,9,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,10,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,10,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,11,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,11,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,12,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,12,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,13,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,13,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,14,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,14,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,15,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,15,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,16,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,16,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,17,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,17,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,18,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,18,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,19,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,19,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,20,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,20,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,21,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,21,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,22,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,22,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,23,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,23,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,24,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,24,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,25,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,25,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,26,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,26,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,27,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,27,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,28,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,28,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,2047,29,0.0003704273522116984,0.0008321199856204942,0.00010972932706218444,0.00011680771642963854,4.348782292214965e-06,4.440892098500626e-16
FIGFDN,2047,29,0.0003704273522117971,0.0008321199856204942,0.00010972932706219922,0.00011680771642945264,4.348782292355089e-06,2.220446049250313e-16
FIGFAN,4095,0,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,0,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,1,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,1,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,2,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,2,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,3,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,3,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,4,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,4,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,5,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,5,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,6,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,6,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,7,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,7,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,8,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,8,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,9,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,9,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,10,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,10,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,11,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,11,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,12,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,12,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,13,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,13,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,14,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,14,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,15,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,15,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,16,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,16,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,17,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,17,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,18,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,18,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,19,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,19,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,20,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,20,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,21,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,21,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,22,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,22,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,23,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,23,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,24,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,24,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,25,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,25,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,26,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,26,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,27,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,27,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,28,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,28,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
FIGFAN,4095,29,0.0003704273522116984,0.0008321199856204942,0.00010972932706223971,0.00011680771642964762,4.3487822923125606e-06,4.440892098500626e-16
FIGFDN,4095,29,0.0003704273522117478,0.0008321199856204942,0.00010972932706216558,0.0001168077164294936,4.348782292354783e-06,3.3306690738754696e-16
PWC,15,0,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,1,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,2,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,3,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,4,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,5,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,6,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,7,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,8,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,9,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,10,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,11,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,12,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,13,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,14,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,15,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,16,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,17,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,18,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,19,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
PWC,15,20,0.003219210911741587,0.007073302812469873,0.24392373988896818,0.2628110618191873,8.828485952648705e-06,7.184253192349388e-13
