method,parameter,repetition,runtime_s,mean_error_rad,max_mean_error_rad,l1_error,max_l1_error,min_evaluated_density,max_normalization_error
FIGFAN,63,22,0.0014354730000150084,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,22,0.0014354730000150084,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,23,0.001458775999935824,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,23,0.001458775999935824,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,24,0.0014350120000017341,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,24,0.0014350120000017341,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,25,0.0014734640000142463,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,25,0.0014734640000142463,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,26,0.0014719419999664751,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,26,0.0014719419999664751,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,27,0.0014312450000488752,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,27,0.0014312450000488752,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,28,0.0014719220000642963,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,28,0.0014719220000642963,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,63,29,0.0014282790000379464,0.0003704273522117971,0.0008321199856204942,0.00010972932707150824,0.00011680771646700233,4.3487822447352e-06,4.440892098500626e-16
FIGFDN,63,29,0.0014282790000379464,0.0003704273522113037,0.0008321199856173855,0.00010972895137141804,0.00011680798873064744,4.348701315285157e-06,3.3306690738754696e-16
FIGFAN,127,0,0.0018158870000206662,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,0,0.0018158870000206662,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,1,0.0017428900000595604,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,1,0.0017428900000595604,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,2,0.0017634880000514386,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,2,0.0017634880000514386,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,3,0.001769029000001865,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,3,0.001769029000001865,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,4,0.001753649999955087,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,4,0.001753649999955087,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,5,0.001729886000020997,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,5,0.001729886000020997,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,6,0.0017577070000243111,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,6,0.0017577070000243111,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,7,0.0017634979999456846,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,7,0.0017634979999456846,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,8,0.0017624460000433828,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,8,0.0017624460000433828,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,9,0.0017438720000200192,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,9,0.0017438720000200192,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,10,0.0017657619999909002,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,10,0.0017657619999909002,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,11,0.0017616549999956987,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,11,0.0017616549999956987,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,12,0.0017536990000053265,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,12,0.0017536990000053265,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,13,0.00173505500004012,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,13,0.00173505500004012,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,14,0.0017582880000190926,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,14,0.0017582880000190926,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,15,0.0018003169999474267,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,15,0.0018003169999474267,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,16,0.0017606029999797101,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,16,0.0017606029999797101,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,17,0.0017514559999654011,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,17,0.0017514559999654011,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,18,0.0017441620000226976,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,18,0.0017441620000226976,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,19,0.001764670999932605,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,19,0.001764670999932605,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,20,0.0017713029999413266,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,20,0.0017713029999413266,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,21,0.0017591999999240215,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,21,0.0017591999999240215,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,22,0.001735285999984626,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,22,0.001735285999984626,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,23,0.0019024790000230496,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,23,0.0019024790000230496,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,24,0.0017784970000320754,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,24,0.0017784970000320754,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,25,0.002053882000041085,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,25,0.002053882000041085,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,26,0.0017700610000019878,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,26,0.0017700610000019878,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,27,0.0017617150000432957,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,27,0.0017617150000432957,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,28,0.0017375099999981103,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,28,0.0017375099999981103,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,127,29,0.001774188000013055,0.00037042735221164906,0.0008321199856204942,0.00010972932706213885,0.00011680771642948091,4.348782292418476e-06,6.661338147750939e-16
FIGFDN,127,29,0.001774188000013055,0.0003704273522117478,0.0008321199856204942,0.00010972932705563391,0.00011680771642948221,4.3487822923032e-06,1.1102230246251565e-16
FIGFAN,255,0,0.0017210080000040762,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,0,0.0017210080000040762,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,1,0.002357652999990023,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,1,0.002357652999990023,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,2,0.002295026000069811,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,2,0.002295026000069811,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,3,0.0023479249999809326,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,3,0.0023479249999809326,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,4,0.0020820459999413288,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,4,0.0020820459999413288,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,5,0.0016930470000033893,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,5,0.0016930470000033893,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,6,0.0017579469999873254,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,6,0.0017579469999873254,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,7,0.001744331999930182,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,7,0.001744331999930182,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,8,0.0016756740000118953,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,8,0.0016756740000118953,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,9,0.0016830980000577256,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,9,0.0016830980000577256,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,10,0.0016837580000128582,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,10,0.0016837580000128582,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,11,0.001650746999985131,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,11,0.001650746999985131,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,12,0.0016894189999447917,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,12,0.0016894189999447917,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,13,0.0016757340000594922,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,13,0.0016757340000594922,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,14,0.0016460890000189465,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,14,0.0016460890000189465,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,15,0.0016842190000261326,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,15,0.0016842190000261326,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,16,0.001694468999971832,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,16,0.001694468999971832,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,17,0.0017593100000112827,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,17,0.0017593100000112827,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,18,0.0016603640000312225,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,18,0.0016603640000312225,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,19,0.0016754229999378367,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,19,0.0016754229999378367,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,20,0.0016751520000752862,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,20,0.0016751520000752862,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,21,0.0016499660000590666,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,21,0.0016499660000590666,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,22,0.0017850389999694016,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,22,0.0017850389999694016,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,23,0.0016891090000399345,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,23,0.0016891090000399345,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,24,0.0016519790000302237,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,24,0.0016519790000302237,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,25,0.0016825069999413245,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,25,0.0016825069999413245,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,26,0.0016814649999332687,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,26,0.0016814649999332687,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,27,0.0016449560000637575,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,27,0.0016449560000637575,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,28,0.0017264880000311678,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,28,0.0017264880000311678,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,255,29,0.0016881980000107433,0.0003704273522116984,0.0008321199856204942,0.0001097293270622096,0.0001168077164294775,4.348782292270857e-06,3.3306690738754696e-16
FIGFDN,255,29,0.0016881980000107433,0.0003704273522117478,0.0008321199856204942,0.00010972932706220229,0.0001168077164294943,4.3487822923542405e-06,3.3306690738754696e-16
FIGFAN,511,0,0.0022651299999552066,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,0,0.0022651299999552066,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,1,0.002268465000042852,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,1,0.002268465000042852,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,2,0.002280238000025747,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,2,0.002280238000025747,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,3,0.002225815999963743,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,3,0.002225815999963743,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,4,0.002189217000022836,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,4,0.002189217000022836,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,5,0.002199735999965924,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,5,0.002199735999965924,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,6,0.002196350999952301,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,6,0.002196350999952301,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,7,0.0021963000000368993,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,7,0.0021963000000368993,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,8,0.0021989549999261726,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,8,0.0021989549999261726,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,9,0.002186160999940512,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,9,0.002186160999940512,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,10,0.0021892569999408806,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,10,0.0021892569999408806,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,11,0.002381818000003477,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,11,0.002381818000003477,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,12,0.0024870959999816478,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,12,0.0024870959999816478,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,13,0.002197383000066111,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,13,0.002197383000066111,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
FIGFAN,511,14,0.002184919000001173,0.00037042735221164906,0.0008321199856204942,0.00010972932706197953,0.00011680771642914424,4.3487822923381325e-06,6.661338147750939e-16
FIGFDN,511,14,0.002184919000001173,0.0003704273522116984,0.0008321199856204942,0.00010972932706196419,0.00011680771642930043,4.348782292354544e-06,3.3306690738754696e-16
